user_id,total_sessions,total_page_clicks,avg_page_clicks_per_session,trip_session_count,trip_sessions_share,avg_clicks_trip_sessions,completed_flight_bookings,completed_hotel_bookings,completed_any_bookings,cancellation_count,flight_booking_rate,hotel_booking_rate,overall_booking_rate,cancellation_rate,hotel_attach_rate,return_flight_booking_rate,days_since_last_session,days_since_last_booking,active_span_days,customer_age_months,sessions_per_month,bookings_per_month,avg_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_nights,avg_nights_fixed,unique_airlines_booked,avg_trip_distance_km,max_trip_distance_km,total_trip_distance_km,avg_trip_duration_days,max_trip_duration_days,unique_destinations_count,avg_departure_hour,weekend_trip_share,avg_checked_bags,avg_seats_booked,avg_rooms_booked,flight_discount_seen_rate,hotel_discount_seen_rate,flight_discount_booking_rate,hotel_discount_booking_rate,avg_flight_discount_amount,avg_hotel_discount_amount,avg_total_discount_amount,age_at_dataset_end,gender,married,has_children,home_country,home_city,home_airport
533117,8,85,10.63,2,0.25,14.5,2,1,2,0,0.25,0.125,0.25,0.0,0.5,1.0,11,149.0,183,6,1.24,0.31,167.19,126.0,2.0,2.0,2,870.53,870.53,1741.06,2.00,3.00,1,7.0,0.5,0.0,1.0,1.0,0.125,0.0,0.0,,0.15,,0.02,50,F,False,False,usa,charlotte,CLT
533291,8,130,16.25,6,0.75,17.67,6,6,6,0,0.75,0.75,0.75,0.0,1.0,1.0,69,69.0,124,6,1.25,0.94,617.16,119.33,3.17,4.6,5,2622.0,3534.93,15732.0,4.50,7.00,5,7.5,0.333,1.0,1.33,1.33,0.125,0.0,0.0,,0.1,,0.01,40,F,True,False,usa,tucson,TUS
512440,8,154,19.25,3,0.375,34.67,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,61,116.0,143,6,1.18,0.44,214.29,382.67,2.33,2.67,2,1228.92,2648.75,3686.77,3.33,6.00,2,8.67,0.333,0.67,1.0,1.0,0.0,0.25,,0.0,,0.1,0.03,33,F,True,False,usa,columbus,CMH
704652,8,199,24.88,3,0.375,36.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,32,32.0,88,3,2.02,0.76,458.98,145.33,1.33,2.33,3,2333.04,4151.77,6999.13,3.67,5.00,3,14.0,0.333,0.67,1.33,1.33,0.25,0.0,0.0,,0.13,,0.03,49,F,False,True,usa,new york,JFK
583052,8,153,19.13,4,0.5,24.5,4,4,4,0,0.5,0.5,0.5,0.0,1.0,1.0,33,109.0,136,5,1.42,0.71,421.89,119.0,3.25,3.75,4,1813.0,2277.27,7252.01,4.50,6.00,4,7.75,0.0,0.75,1.25,1.25,0.25,0.375,1.0,0.667,0.18,0.13,0.09,41,F,False,False,usa,miami,MIA
562490,8,145,18.13,3,0.375,22.0,3,1,3,0,0.375,0.125,0.375,0.0,0.333,1.0,19,19.0,160,5,1.34,0.5,1337.4,86.0,1.0,2.0,3,4854.49,8473.89,14563.47,5.33,12.00,3,9.33,0.333,1.0,1.33,1.0,0.0,0.125,,1.0,,0.15,0.02,51,F,True,False,usa,new york,JFK
635576,9,111,12.33,4,0.444,18.5,4,3,4,0,0.444,0.333,0.444,0.0,0.75,1.0,13,13.0,133,4,1.87,0.83,541.87,152.67,1.33,2.33,4,2112.46,3623.04,8449.84,2.67,4.00,4,9.25,0.5,0.25,1.25,1.33,0.222,0.111,0.0,0.0,0.1,0.1,0.03,39,F,True,False,canada,toronto,YKZ
552598,9,123,13.67,3,0.333,18.33,3,2,3,0,0.333,0.222,0.333,0.0,0.667,1.0,27,86.0,157,6,1.47,0.49,400.85,119.0,1.0,2.0,3,2019.28,3685.58,6057.84,3.00,4.00,3,9.0,0.0,0.33,1.33,1.0,0.222,0.111,0.0,0.0,0.13,0.1,0.04,52,F,True,True,usa,san diego,SAN
689037,8,160,20.0,3,0.375,19.33,3,2,3,0,0.375,0.25,0.375,0.0,0.667,0.667,28,28.0,98,4,1.92,0.72,426.54,267.5,2.5,3.5,3,2982.67,3276.44,8948.0,3.50,5.00,3,11.33,0.333,0.0,1.0,1.0,0.125,0.25,0.0,0.0,0.1,0.08,0.03,36,F,False,False,usa,new york,JFK
524722,8,160,20.0,3,0.375,30.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,61,61.0,137,6,1.22,0.46,226.27,124.0,1.67,2.0,2,1224.36,2001.22,3673.09,3.00,5.00,3,9.67,0.333,0.67,1.0,1.0,0.375,0.125,0.333,1.0,0.08,0.05,0.04,51,M,True,True,usa,dallas,DAL
540622,8,124,15.5,3,0.375,27.33,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,73,73.0,117,6,1.27,0.47,284.51,167.67,5.33,6.0,3,1564.71,2802.21,4694.14,7.00,9.00,3,11.0,0.0,0.33,1.0,1.0,0.25,0.0,0.5,,0.13,,0.03,46,F,False,False,usa,chicago,ORD
542270,9,228,25.33,3,0.333,38.33,2,3,3,0,0.222,0.333,0.333,0.0,1.0,1.0,8,79.0,181,6,1.43,0.48,471.44,139.0,2.67,2.67,2,1564.59,2196.64,3129.18,3.50,4.00,2,7.0,0.5,0.5,2.0,1.67,0.333,0.111,0.333,0.0,0.1,0.1,0.04,42,F,False,False,usa,tulsa,TUL
707525,8,153,19.13,3,0.375,19.33,3,3,3,0,0.375,0.375,0.375,0.0,1.0,0.667,22,22.0,97,3,2.04,0.76,259.31,235.33,6.67,7.0,1,1172.98,1384.41,3518.94,5.50,9.00,2,14.0,0.333,1.0,1.67,1.33,0.125,0.0,0.0,,0.25,,0.03,44,F,True,True,usa,indianapolis,IND
508367,9,126,14.0,4,0.444,18.5,4,3,4,0,0.444,0.333,0.444,0.0,0.75,1.0,35,65.0,157,6,1.32,0.59,401.51,102.0,1.67,2.67,3,2223.77,2849.14,8895.08,2.50,3.00,4,10.0,0.25,0.25,1.0,1.0,0.222,0.333,0.5,0.333,0.32,0.17,0.13,47,F,True,False,usa,lubbock,LBB
524620,10,126,12.6,3,0.3,24.33,3,3,3,0,0.3,0.3,0.3,0.0,1.0,1.0,49,49.0,149,6,1.52,0.46,410.03,177.33,1.67,2.67,3,2382.65,2595.64,7147.95,2.67,4.00,3,8.67,0.0,0.0,1.0,1.0,0.1,0.2,0.0,0.5,0.05,0.2,0.05,30,F,False,False,usa,corpus christi,CRP
538454,9,112,12.44,3,0.333,21.67,2,2,3,0,0.222,0.222,0.333,0.0,0.5,1.0,68,88.0,123,6,1.42,0.47,99.1,189.5,4.0,4.0,2,546.61,948.34,1093.21,1.50,2.00,2,7.0,0.5,0.0,1.0,2.0,0.222,0.222,0.0,0.0,0.13,0.13,0.06,55,F,True,False,usa,baltimore,BWI
534360,8,195,24.38,5,0.625,24.4,5,4,5,0,0.625,0.5,0.625,0.0,0.8,1.0,42,42.0,151,6,1.25,0.78,423.05,166.25,2.5,3.0,3,1829.81,3529.8,9149.06,5.40,13.00,4,10.2,0.4,0.2,1.2,1.0,0.125,0.125,1.0,1.0,0.1,0.25,0.04,41,F,False,True,canada,montreal,YUL
521885,8,104,13.0,2,0.25,19.0,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,55,55.0,144,6,1.21,0.3,363.63,240.0,2.0,2.5,2,1903.0,2296.13,3805.99,3.00,3.00,2,8.5,0.5,1.0,1.0,1.0,0.0,0.0,,,,,0.0,44,M,True,True,usa,houston,HOU
457599,8,150,18.75,5,0.625,20.4,4,4,5,0,0.5,0.5,0.625,0.0,0.75,0.75,36,36.0,168,7,1.04,0.65,220.73,249.75,2.5,3.25,4,1276.08,2283.46,5104.31,3.00,5.00,4,12.5,0.0,0.5,1.0,1.0,0.25,0.25,1.0,1.0,0.13,0.08,0.05,38,F,True,False,usa,columbus,LCK
583486,9,163,18.11,4,0.444,28.0,4,4,4,0,0.444,0.444,0.444,0.0,1.0,1.0,39,58.0,130,5,1.6,0.71,602.73,156.25,2.25,3.25,3,2178.7,2596.75,8714.78,4.25,5.00,4,12.5,0.5,1.0,1.5,1.5,0.0,0.0,,,,,0.0,44,F,True,False,usa,houston,HOU
445351,8,113,14.13,4,0.5,22.0,4,3,4,0,0.5,0.375,0.5,0.0,0.75,1.0,13,84.0,190,7,1.02,0.51,240.53,109.0,3.67,4.67,3,1329.18,2323.83,5316.72,4.00,7.00,4,11.25,0.75,0.0,1.0,1.0,0.0,0.125,,1.0,,0.2,0.03,52,F,True,True,usa,des moines,DSM
548488,8,118,14.75,3,0.375,28.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,15,15.0,171,6,1.29,0.48,300.82,156.33,1.67,2.33,2,1526.24,3885.0,4578.71,3.67,5.00,3,11.67,0.667,0.67,1.33,1.33,0.125,0.0,0.0,,0.3,,0.04,36,F,False,False,usa,new york,JFK
636102,8,144,18.0,5,0.625,26.4,5,4,5,0,0.625,0.5,0.625,0.0,0.8,0.8,20,77.0,126,4,1.67,1.04,485.86,186.5,1.5,2.33,4,2147.0,3870.95,10734.99,3.25,5.00,5,9.6,0.2,0.4,1.4,1.25,0.25,0.125,0.5,1.0,0.2,0.15,0.07,47,F,False,False,usa,new york,LGA
378565,8,136,17.0,5,0.625,19.8,2,5,5,0,0.25,0.625,0.625,0.0,1.0,1.0,28,28.0,175,9,0.88,0.55,354.82,144.6,8.8,9.0,2,2061.29,2815.42,4122.59,4.50,7.00,2,9.0,0.0,0.5,1.0,1.2,0.5,0.0,0.25,,0.08,,0.04,39,F,True,True,usa,nashville,BNA
541084,9,131,14.56,5,0.556,21.4,2,5,5,0,0.222,0.556,0.556,0.0,1.0,1.0,17,17.0,173,6,1.42,0.79,201.68,170.6,5.8,6.0,2,1185.52,1549.53,2371.04,4.00,5.00,2,11.5,0.0,0.5,1.0,1.2,0.222,0.222,0.0,0.5,0.15,0.13,0.06,51,F,False,False,usa,memphis,MEM
550233,8,199,24.88,4,0.5,36.75,4,4,4,0,0.5,0.5,0.5,0.0,1.0,1.0,17,92.0,168,6,1.3,0.65,280.72,292.75,2.75,3.5,3,1660.44,3856.13,6641.78,4.00,6.00,4,9.75,0.5,0.75,1.0,1.0,0.25,0.0,0.5,,0.08,,0.02,39,F,False,False,usa,fayetteville,POB
572502,8,170,21.25,3,0.375,31.67,2,3,3,0,0.25,0.375,0.375,0.0,1.0,1.0,40,40.0,134,5,1.38,0.52,407.59,170.0,2.0,2.33,1,2223.33,3938.95,4446.66,3.00,3.00,2,7.5,0.5,1.0,1.0,1.33,0.25,0.125,0.0,0.0,0.05,0.15,0.03,57,F,True,False,usa,fresno,FAT
491175,10,167,16.7,4,0.4,25.0,4,4,4,0,0.4,0.4,0.4,0.0,1.0,1.0,9,9.0,192,7,1.4,0.56,354.31,170.0,2.5,3.5,4,1956.0,2296.13,7824.01,4.25,6.00,4,12.5,0.25,0.5,1.0,1.0,0.0,0.0,,,,,0.0,55,F,True,True,usa,houston,HOU
503945,8,119,14.88,3,0.375,21.67,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,58,58.0,144,6,1.16,0.43,697.09,159.0,2.0,2.5,3,2710.85,2952.05,8132.56,2.33,4.00,3,7.33,0.0,0.33,1.33,1.5,0.375,0.0,0.333,,0.15,,0.06,46,F,False,False,usa,san antonio,RND
665746,8,374,46.75,3,0.375,112.33,2,1,2,1,0.25,0.125,0.25,0.125,0.5,1.0,70,70.0,65,4,1.8,0.45,713.39,190.0,3.0,4.0,2,2656.48,2815.38,5312.96,8.50,13.00,2,13.0,1.0,1.0,1.5,1.0,0.25,0.625,0.5,0.0,0.05,0.09,0.05,46,F,True,False,usa,boston,BOS
518998,8,151,18.88,3,0.375,27.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,23,23.0,177,6,1.2,0.45,329.94,149.0,1.0,3.0,3,1802.06,2134.64,5406.19,3.00,4.00,3,13.0,0.0,1.33,1.0,1.0,0.125,0.25,0.0,0.5,0.1,0.08,0.03,45,F,True,True,usa,st. petersburg,SPG
614632,8,89,11.13,2,0.25,19.0,1,1,2,0,0.125,0.125,0.25,0.0,0.0,1.0,12,110.0,143,5,1.54,0.39,104.24,111.0,7.0,7.0,1,567.56,567.56,567.56,5.00,5.00,1,10.0,1.0,1.0,1.0,1.0,0.125,0.125,0.0,0.0,0.25,0.05,0.04,51,F,True,True,usa,baltimore,BWI
510048,8,104,13.0,2,0.25,26.0,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,98,154.0,107,6,1.18,0.29,331.47,144.0,5.0,5.5,2,1749.89,2222.48,3499.78,6.50,9.00,2,11.5,0.5,1.5,1.0,1.0,0.375,0.125,0.0,0.0,0.2,0.1,0.09,31,F,False,True,usa,dallas,DAL
607931,8,167,20.88,3,0.375,23.67,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,25,25.0,133,5,1.51,0.57,490.83,227.5,2.0,3.0,3,2800.03,3276.44,8400.08,3.00,4.00,3,9.0,0.0,0.33,1.0,1.0,0.25,0.0,0.5,,0.23,,0.06,28,F,False,False,canada,edmonton,YED
653332,9,101,11.22,1,0.111,19.0,1,1,1,0,0.111,0.111,0.111,0.0,1.0,1.0,11,26.0,128,4,1.97,0.22,408.33,200.0,3.0,4.0,1,2289.2,2289.2,2289.2,5.00,5.00,1,15.0,1.0,0.0,1.0,1.0,0.444,0.0,0.0,,0.09,,0.04,52,F,True,True,usa,new york,LGA
418692,10,312,31.2,4,0.4,65.0,3,3,3,1,0.3,0.3,0.3,0.1,1.0,1.0,11,113.0,194,8,1.19,0.36,887.51,168.67,3.67,4.0,2,4457.86,10307.81,13373.58,5.33,11.00,3,11.33,0.0,0.33,1.67,1.67,0.3,0.4,0.333,0.25,0.05,0.1,0.04,38,F,False,False,usa,fort worth,FTW
584787,9,369,41.0,4,0.444,77.75,1,2,3,1,0.111,0.222,0.333,0.111,0.0,1.0,42,42.0,126,5,1.6,0.53,130.73,123.0,9.5,9.5,1,728.39,728.39,728.39,2.00,2.00,1,7.0,0.0,0.0,1.0,1.5,0.444,0.222,0.0,0.0,0.13,0.1,0.06,65,F,True,False,usa,los angeles,LAX
555648,9,243,27.0,5,0.556,28.2,5,5,5,0,0.556,0.556,0.556,0.0,1.0,0.8,45,45.0,137,6,1.49,0.83,401.22,160.6,3.0,3.8,4,2016.59,2445.5,10082.96,3.50,6.00,5,9.4,0.2,0.4,1.2,1.2,0.222,0.111,1.0,1.0,0.18,0.1,0.05,40,M,False,False,usa,austin,AUS
508857,8,132,16.5,5,0.625,24.0,5,5,5,0,0.625,0.625,0.625,0.0,1.0,1.0,39,101.0,166,6,1.18,0.74,486.6,175.2,3.2,3.8,4,2072.47,3378.61,10362.34,4.40,10.00,5,7.2,0.6,0.4,1.2,1.2,0.0,0.125,,0.0,,0.05,0.01,43,F,True,False,canada,ottawa,YOW
519014,8,133,16.63,4,0.5,17.0,2,3,4,0,0.25,0.375,0.5,0.0,0.5,1.0,19,19.0,181,6,1.2,0.6,253.85,183.67,10.33,10.67,2,1482.22,2500.25,2964.43,2.00,2.00,2,11.5,0.0,0.5,1.0,1.0,0.125,0.25,0.0,0.5,0.25,0.1,0.06,38,F,False,False,usa,portland,PWM
532912,8,89,11.13,4,0.5,18.25,4,3,4,0,0.5,0.375,0.5,0.0,0.75,1.0,34,34.0,160,6,1.24,0.62,719.06,106.67,5.0,6.0,4,2633.92,3931.8,10535.69,7.75,11.00,4,13.25,0.0,1.0,1.5,1.67,0.375,0.125,0.667,0.0,0.13,0.15,0.07,43,F,True,False,usa,new york,JFK
567052,8,121,15.13,1,0.125,22.0,0,1,1,0,0.0,0.125,0.125,0.0,,,103,155.0,74,5,1.36,0.17,,100.0,7.0,7.0,0,,,,,,0,,,,,1.0,0.25,0.125,0.0,1.0,0.13,0.05,0.04,17,M,False,False,usa,dallas,DAL
525824,9,120,13.33,2,0.222,17.5,2,1,2,0,0.222,0.111,0.222,0.0,0.5,1.0,86,125.0,111,6,1.38,0.31,690.84,269.0,8.0,9.0,2,2290.56,2793.68,4581.12,6.00,9.00,2,10.0,0.5,1.0,1.5,2.0,0.111,0.111,1.0,0.0,0.2,0.1,0.03,38,F,True,False,usa,detroit,YIP
541812,9,193,21.44,6,0.667,27.33,5,5,6,0,0.556,0.556,0.667,0.0,0.8,1.0,40,40.0,149,6,1.43,0.95,309.23,194.4,2.8,3.4,4,1678.71,3354.08,8393.57,3.60,6.00,5,10.0,0.4,0.2,1.2,1.6,0.222,0.0,0.5,,0.18,,0.04,47,F,True,True,canada,toronto,YZD
622708,8,149,18.63,4,0.5,31.5,2,4,4,0,0.25,0.5,0.5,0.0,1.0,1.0,25,25.0,127,5,1.57,0.79,364.53,101.25,5.5,5.75,2,2022.18,3477.11,4044.35,3.50,4.00,2,11.0,0.0,0.5,1.0,1.0,0.25,0.25,0.5,0.5,0.18,0.08,0.06,41,F,False,False,usa,new york,LGA
476742,8,96,12.0,2,0.25,20.5,1,1,2,0,0.125,0.125,0.25,0.0,0.0,1.0,24,55.0,181,7,1.09,0.27,209.8,294.0,9.0,9.0,1,1348.01,1348.01,1348.01,6.00,6.00,1,7.0,0.0,1.0,1.0,1.0,0.125,0.125,0.0,1.0,0.1,0.15,0.03,48,M,False,True,usa,orlando,ORL
520152,9,158,17.56,4,0.444,24.5,3,4,4,0,0.333,0.444,0.444,0.0,1.0,1.0,16,111.0,184,6,1.36,0.6,237.94,184.25,4.25,4.75,3,1395.98,3037.64,4187.93,3.67,6.00,3,8.0,0.333,1.0,1.0,1.25,0.111,0.0,1.0,,0.1,,0.01,46,F,True,True,usa,phoenix,PHX
576612,8,154,19.25,5,0.625,27.4,5,4,5,0,0.625,0.5,0.625,0.0,0.8,1.0,15,15.0,157,5,1.39,0.87,533.5,359.5,3.75,4.75,4,2112.98,2690.65,10564.89,4.20,7.00,4,9.0,0.4,0.2,1.6,1.75,0.0,0.0,,,,,0.0,37,F,False,False,usa,austin,AUS
540094,8,135,16.88,3,0.375,19.67,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,16,16.0,174,6,1.27,0.47,344.26,139.0,0.5,1.0,2,1850.42,2811.59,5551.25,3.33,6.00,3,9.0,0.667,1.0,1.0,1.0,0.0,0.125,,1.0,,0.05,0.01,44,F,True,True,usa,chicago,MDW
540974,8,119,14.88,2,0.25,33.0,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,39,161.0,151,6,1.27,0.32,227.72,101.5,3.0,3.5,1,1410.16,1410.16,1410.16,4.00,4.00,1,12.0,0.0,1.0,1.0,1.0,0.125,0.0,0.0,,0.2,,0.03,32,M,False,False,usa,baton rouge,BTR
514925,8,284,35.5,3,0.375,82.0,1,2,2,1,0.125,0.25,0.25,0.125,1.0,1.0,121,145.0,81,6,1.19,0.3,426.81,168.0,9.5,9.5,1,2283.1,2283.1,2283.1,13.00,13.00,1,7.0,0.0,1.0,1.0,1.0,0.375,0.25,0.0,0.0,0.08,0.15,0.04,16,F,False,False,canada,ottawa,YOW
521884,8,129,16.13,2,0.25,37.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,64,186.0,135,6,1.21,0.3,784.8,178.5,0.5,1.0,2,1656.34,2821.07,3312.67,2.00,3.00,2,9.0,0.0,1.0,2.0,2.0,0.375,0.0,0.333,,0.13,,0.05,51,F,False,True,usa,jacksonville,LRF
522761,8,521,65.13,4,0.5,105.75,3,3,3,1,0.375,0.375,0.375,0.125,1.0,1.0,31,139.0,168,6,1.21,0.45,441.37,210.33,1.67,2.67,3,2002.56,2296.13,6007.69,3.33,4.00,3,11.67,0.333,0.67,1.33,1.33,0.25,0.125,0.0,0.0,0.15,,0.02,39,M,False,False,usa,houston,HOU
592035,9,285,31.67,4,0.444,63.0,3,2,3,1,0.333,0.222,0.333,0.111,0.667,1.0,75,75.0,90,5,1.63,0.54,299.67,35.0,5.5,5.5,3,1088.86,1588.67,3266.58,6.00,9.00,3,8.67,0.0,0.67,1.67,1.5,0.222,0.222,0.5,0.0,0.4,0.15,0.06,43,F,False,True,usa,jacksonville,LRF
501322,9,166,18.44,4,0.444,30.5,3,4,4,0,0.333,0.444,0.444,0.0,1.0,1.0,27,42.0,167,6,1.3,0.58,618.57,169.25,2.5,3.25,3,3546.73,3998.12,10640.18,2.67,4.00,3,13.33,0.0,1.0,1.0,1.0,0.222,0.333,0.5,0.333,0.05,0.05,0.03,53,F,True,True,usa,los angeles,LAX
573010,8,348,43.5,4,0.5,64.5,3,2,3,1,0.375,0.25,0.375,0.125,0.667,1.0,50,82.0,124,5,1.38,0.52,870.27,254.5,3.5,4.5,3,2907.21,5103.03,8721.64,7.33,13.00,3,10.67,0.333,0.67,1.67,1.5,0.25,0.25,0.5,0.0,0.1,0.15,0.03,44,F,False,True,usa,new york,JFK
375751,8,192,24.0,3,0.375,29.33,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,32,101.0,172,9,0.87,0.33,235.85,166.5,3.0,3.5,3,1368.2,1889.52,4104.59,3.33,5.00,3,9.0,0.0,0.33,1.0,1.0,0.0,0.125,,0.0,,0.05,0.01,49,F,True,False,usa,cleveland,CLE
605096,8,122,15.25,3,0.375,27.67,3,3,3,0,0.375,0.375,0.375,0.0,1.0,0.667,12,12.0,147,5,1.5,0.56,236.49,170.67,2.0,3.0,3,1723.63,2447.87,5170.88,4.50,5.00,3,13.67,0.333,1.33,1.0,1.0,0.125,0.0,0.0,,0.1,,0.01,52,M,True,True,usa,dallas,DAL
527928,8,173,21.63,2,0.25,26.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,27,43.0,169,6,1.23,0.31,449.34,132.0,2.5,3.0,2,1342.63,1856.64,2685.26,4.00,4.00,2,10.0,0.5,0.5,1.5,1.5,0.0,0.125,,0.0,,0.05,0.01,34,M,True,False,usa,omaha,OFF
476535,9,142,15.78,4,0.444,22.5,4,3,4,0,0.444,0.333,0.444,0.0,0.75,0.75,14,108.0,191,7,1.22,0.54,448.05,78.33,1.33,2.33,3,2501.68,3355.18,10006.72,2.00,3.00,4,9.5,0.5,0.75,1.0,1.0,0.0,0.111,,1.0,,0.05,0.01,47,F,False,True,canada,vancouver,YVR
505062,8,99,12.38,3,0.375,21.33,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,19,19.0,183,6,1.17,0.44,457.08,143.0,3.0,4.0,2,2556.88,3816.37,7670.63,4.33,7.00,3,9.0,0.333,0.33,1.0,1.0,0.125,0.125,0.0,1.0,0.3,0.25,0.07,36,F,False,True,usa,philadelphia,PHL
531373,9,134,14.89,3,0.333,31.0,2,3,3,0,0.222,0.333,0.333,0.0,1.0,1.0,35,35.0,159,6,1.4,0.47,473.59,118.33,5.0,5.67,2,2629.47,3880.21,5258.95,5.00,6.00,2,12.0,0.5,0.5,1.0,1.0,0.0,0.0,,,,,0.0,49,F,False,True,usa,riverside,RIV
523290,8,146,18.25,3,0.375,31.0,2,3,3,0,0.25,0.375,0.375,0.0,1.0,1.0,13,133.0,185,6,1.22,0.46,83.02,196.33,2.0,2.67,2,450.73,477.45,901.47,2.50,3.00,2,13.5,0.0,0.5,1.0,1.33,0.0,0.0,,,,,0.0,34,F,False,False,usa,rochester,ROC
519140,8,187,23.38,5,0.625,31.8,4,5,5,0,0.5,0.625,0.625,0.0,1.0,1.0,39,39.0,161,6,1.2,0.75,158.93,163.6,2.4,3.0,3,760.14,1163.95,3040.57,3.50,5.00,4,11.5,0.5,1.0,1.25,1.2,0.125,0.0,0.0,,0.1,,0.01,55,F,True,False,usa,new york,LGA
485658,8,580,72.5,4,0.5,93.0,3,3,3,1,0.375,0.375,0.375,0.125,1.0,1.0,73,134.0,129,7,1.11,0.42,409.11,115.33,1.0,1.67,3,2397.59,3204.08,7192.78,2.33,3.00,2,7.33,0.333,1.0,1.0,1.0,0.25,0.125,0.0,0.0,0.25,,0.03,31,F,False,False,usa,los angeles,LAX
560367,9,144,16.0,5,0.556,22.2,5,4,5,0,0.556,0.444,0.556,0.0,0.8,1.0,14,105.0,166,5,1.5,0.83,538.33,221.5,2.5,3.25,5,2087.03,3212.86,10435.17,3.80,6.00,5,8.6,0.2,0.4,1.4,1.5,0.111,0.111,1.0,1.0,0.15,0.05,0.02,41,F,False,False,usa,houston,EFD
519912,8,138,17.25,4,0.5,24.5,4,4,4,0,0.5,0.5,0.5,0.0,1.0,0.5,26,123.0,174,6,1.2,0.6,219.1,184.25,2.25,3.25,3,1821.02,2244.73,7284.07,5.00,7.00,4,12.25,0.25,0.5,1.0,1.0,0.125,0.0,1.0,,0.15,,0.02,44,M,False,False,usa,houston,EFD
635666,8,247,30.88,2,0.25,77.0,1,1,1,1,0.125,0.125,0.125,0.125,1.0,1.0,30,95.0,116,4,1.67,0.21,2115.27,287.0,11.0,11.0,1,11176.78,11176.78,11176.78,13.00,13.00,1,14.0,0.0,0.0,1.0,1.0,0.5,0.125,0.25,0.0,0.18,,0.07,25,F,False,False,usa,san jose,SJC
486113,8,139,17.38,2,0.25,23.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,31,31.0,169,7,1.11,0.28,373.82,120.0,1.5,2.0,1,2195.85,3745.11,4391.69,2.50,3.00,2,7.5,1.0,0.5,1.0,1.0,0.25,0.125,0.5,0.0,0.18,0.3,0.08,47,F,True,False,canada,halifax,YHZ
544749,8,114,14.25,1,0.125,27.0,1,1,1,0,0.125,0.125,0.125,0.0,1.0,1.0,127,159.0,61,6,1.28,0.16,463.99,263.0,2.0,3.0,1,2665.29,2665.29,2665.29,4.00,4.00,1,14.0,0.0,0.0,1.0,1.0,0.125,0.125,0.0,0.0,0.1,0.2,0.04,43,M,False,False,usa,colorado springs,COS
482744,9,146,16.22,4,0.444,20.0,4,4,4,0,0.444,0.444,0.444,0.0,1.0,1.0,29,29.0,176,7,1.24,0.55,303.58,106.25,2.5,3.5,3,1784.89,3260.68,7139.58,3.75,5.00,4,10.75,0.0,1.0,1.0,1.0,0.111,0.222,1.0,0.5,0.15,0.08,0.03,38,F,False,False,usa,new york,LGA
546844,8,150,18.75,5,0.625,20.8,5,5,5,0,0.625,0.625,0.625,0.0,1.0,1.0,13,13.0,174,6,1.29,0.8,421.65,135.4,1.4,2.2,5,2358.5,3276.44,11792.49,3.40,5.00,5,11.6,0.4,0.6,1.0,1.0,0.25,0.125,0.5,0.0,0.1,0.15,0.04,44,F,True,True,canada,edmonton,YED
537227,8,82,10.25,1,0.125,18.0,1,1,1,0,0.125,0.125,0.125,0.0,1.0,0.0,66,190.0,125,6,1.26,0.16,85.23,131.0,1.0,1.0,1,893.02,893.02,893.02,,,1,7.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,,0.33,,0.08,30,F,False,True,usa,montgomery,MXF
608520,8,174,21.75,4,0.5,22.0,2,4,4,0,0.25,0.5,0.5,0.0,1.0,1.0,12,12.0,146,5,1.51,0.76,701.31,92.75,3.5,4.0,2,2711.25,3295.48,5422.5,3.50,4.00,2,9.0,1.0,1.0,1.5,1.5,0.25,0.125,0.5,1.0,0.13,0.15,0.05,50,F,True,False,usa,new orleans,MSY
432637,8,119,14.88,3,0.375,31.33,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,25,141.0,175,8,0.98,0.37,430.9,150.0,2.0,2.67,3,2328.98,2757.19,6986.93,3.00,5.00,3,10.0,0.0,0.33,1.0,1.0,0.25,0.125,0.0,1.0,0.13,0.15,0.05,36,F,False,True,usa,san antonio,SAT
531557,8,165,20.63,6,0.75,25.17,6,6,6,0,0.75,0.75,0.75,0.0,1.0,0.833,50,50.0,144,6,1.24,0.93,375.84,201.67,3.17,3.83,4,1880.34,2498.7,11282.04,5.00,10.00,4,11.33,0.167,0.83,1.17,1.17,0.375,0.125,1.0,1.0,0.15,0.1,0.07,48,F,True,False,canada,winnipeg,YAV
